StartTimer,ElapsedMs,FreshRecords,AggregateReadMs,FlushTools,PumpOnceMs,DispatchMs,ErrorPollMs,CleanupMs
75970.4375,23.4375,7,15.625,0,23.4375,7.8125,0,0
75971.453125,31.25,7,15.625,0,31.25,15.625,0,0
75972.484375,39.0625,7,7.8125,0,23.4375,15.625,0,0
75973.0390625,15.625,3,15.625,0,15.625,0,0,0
75974.0546875,15.625,7,0,0,15.625,15.625,0,0
75975.078125,7.8125,7,0,0,0,0,0,0
75976.078125,7.8125,0,0,0,0,0,0,0
75977.09375,23.4375,7,15.625,0,23.4375,7.8125,0,0
75978.109375,15.625,6,0,0,15.625,7.8125,0,0
75979.125,31.25,7,7.8125,0,15.625,7.8125,0,0
75980.1640625,31.25,7,15.625,0,23.4375,7.8125,0,0
75981.1875,23.4375,7,15.625,0,23.4375,7.8125,0,0
75982.2109375,23.4375,7,7.8125,0,15.625,7.8125,0,0
75983.2265625,15.625,6,7.8125,0,15.625,0,0,7.8125
75984.234375,23.4375,7,7.8125,0,15.625,7.8125,0,0
75985.2578125,23.4375,7,7.8125,0,7.8125,0,0,0
75986.265625,31.25,7,0,0,15.625,15.625,0,0
75987.2734375,31.25,7,15.625,0,23.4375,7.8125,0,0
75988.3046875,39.0625,7,15.625,0,23.4375,7.8125,0,0
75989.3125,23.4375,7,7.8125,0,15.625,7.8125,0,0
75990.3046875,7.8125,5,0,0,7.8125,7.8125,0,0
75991.3359375,23.4375,7,7.8125,0,15.625,7.8125,0,0
75992.34375,31.25,7,7.8125,0,15.625,7.8125,0,0
75993.3515625,39.0625,7,15.625,0,31.25,15.625,0,0
75994.3828125,23.4375,7,7.8125,0,15.625,7.8125,0,0
75995.4296875,39.0625,7,7.8125,0,23.4375,15.625,0,0
75996.453125,31.25,7,23.4375,0,23.4375,0,0,0
75997.4609375,23.4375,7,7.8125,0,15.625,7.8125,0,0
75998.484375,31.25,7,7.8125,0,15.625,7.8125,0,0
75999.4921875,39.0625,7,15.625,0,23.4375,7.8125,0,0
76000.03125,23.4375,4,15.625,0,23.4375,7.8125,0,0
76001.0546875,23.4375,6,7.8125,0,23.4375,15.625,0,0
76002.0703125,15.625,6,0,0,7.8125,0,0,0
76003.0859375,23.4375,7,7.8125,0,15.625,7.8125,0,0
76004.109375,15.625,6,0,0,15.625,15.625,0,0
76005.109375,15.625,7,7.8125,0,15.625,7.8125,0,0
76006.1171875,7.8125,6,0,0,7.8125,7.8125,0,0
76007.09375,7.8125,6,0,0,0,0,0,0
76008.109375,31.25,7,15.625,0,23.4375,7.8125,0,0
76009.1171875,23.4375,7,15.625,0,23.4375,7.8125,0,0
76010.140625,15.625,6,0,0,7.8125,7.8125,0,0
76011.109375,7.8125,7,7.8125,0,7.8125,0,0,0
76012.1171875,31.25,7,15.625,0,23.4375,7.8125,0,0
76013.1328125,23.4375,7,15.625,0,23.4375,7.8125,0,0
76014.140625,23.4375,7,15.625,0,23.4375,7.8125,0,0
76015.171875,15.625,7,7.8125,0,7.8125,0,0,0
76016.15625,31.25,6,15.625,0,15.625,0,0,0
76017.1875,31.25,7,15.625,0,31.25,15.625,0,0
76018.21875,31.25,7,7.8125,0,15.625,7.8125,0,0
76019.2421875,23.4375,7,15.625,0,23.4375,7.8125,0,0
76020.2734375,23.4375,7,15.625,0,23.4375,7.8125,0,0
76021.2734375,15.625,7,7.8125,0,7.8125,0,0,0
76022.28125,15.625,7,7.8125,0,15.625,7.8125,0,0
76023.2890625,31.25,7,15.625,0,23.4375,7.8125,0,0
76024.3046875,39.0625,7,15.625,0,23.4375,7.8125,0,0
76025.3203125,23.4375,7,7.8125,0,15.625,7.8125,0,0
76026.34375,31.25,7,15.625,0,23.4375,7.8125,0,0
76027.3828125,15.625,7,7.8125,0,15.625,7.8125,0,0
76028.3671875,31.25,7,15.625,0,23.4375,7.8125,0,0
76029.3828125,15.625,7,7.8125,0,15.625,7.8125,0,0
76030.390625,31.25,7,7.8125,0,15.625,7.8125,0,0
76031.3984375,23.4375,7,7.8125,0,7.8125,0,0,0
76032.40625,31.25,7,7.8125,0,15.625,7.8125,0,0
76033.4296875,31.25,7,7.8125,0,15.625,7.8125,0,0
76034.46875,23.4375,7,7.8125,0,15.625,7.8125,0,0
76035.484375,23.4375,7,7.8125,0,7.8125,0,0,0
76036.484375,23.4375,7,7.8125,0,15.625,7.8125,0,0
76037.03125,23.4375,3,23.4375,0,23.4375,0,0,0
76038.0390625,39.0625,7,15.625,0,31.25,7.8125,0,7.8125
76039.09375,31.25,7,15.625,0,23.4375,7.8125,0,0
76040.1015625,15.625,6,7.8125,0,7.8125,0,0,0
76041.1015625,23.4375,7,15.625,0,23.4375,7.8125,0,0
76042.1171875,23.4375,7,7.8125,0,7.8125,0,0,0
