StartTimer,ElapsedMs,FreshRecords,AggregateReadMs,FlushTools,PumpOnceMs,DispatchMs,ErrorPollMs,CleanupMs
57647.8203125,3.90625,0,0,0,0,0,0,0
57648.81640625,11.71875,7,7.8125,0,11.71875,3.90625,0,0
57649.82421875,15.625,7,7.8125,0,11.71875,3.90625,0,0
57650.84375,11.71875,7,3.90625,0,7.8125,3.90625,0,0
57651.85546875,11.71875,7,3.90625,0,7.8125,3.90625,0,0
57656.8671875,11.71875,7,3.90625,0,11.71875,7.8125,0,0
57661.890625,7.8125,7,3.90625,0,7.8125,3.90625,0,0
57666.890625,15.625,7,7.8125,0,11.71875,3.90625,0,0
57671.8984375,11.71875,7,3.90625,0,7.8125,3.90625,0,0
57676.91015625,15.625,7,3.90625,0,11.71875,3.90625,0,0
57681.93359375,11.71875,7,3.90625,0,7.8125,3.90625,0,0
57686.94921875,11.71875,7,3.90625,0,11.71875,7.8125,0,0
57691.9609375,7.8125,7,3.90625,0,7.8125,3.90625,0,0
57696.96875,15.625,7,3.90625,0,7.8125,3.90625,0,0
57701.9921875,15.625,7,3.90625,0,11.71875,7.8125,0,0
