StartTimer,ElapsedMs,FreshRecords,AggregateReadMs,FlushTools,PumpOnceMs,DispatchMs,ErrorPollMs,CleanupMs
58493.33984375,3.90625,0,0,0,0,0,0,0
58494.3984375,11.71875,7,3.90625,0,7.8125,3.90625,0,0
58495.40625,19.53125,7,7.8125,0,15.625,7.8125,0,0
58496.41796875,11.71875,7,3.90625,0,11.71875,7.8125,0,0
58497.4375,15.625,7,7.8125,0,11.71875,3.90625,0,0
58502.4609375,11.71875,7,7.8125,0,11.71875,3.90625,0,0
58507.46484375,11.71875,7,3.90625,0,7.8125,3.90625,0,0
58512.47265625,19.53125,7,7.8125,0,15.625,7.8125,0,0
58517.48828125,11.71875,7,7.8125,0,11.71875,3.90625,0,0
58522.49609375,15.625,7,7.8125,0,11.71875,3.90625,0,0
58527.515625,15.625,7,7.8125,0,11.71875,3.90625,0,0
58532.53515625,15.625,7,3.90625,0,11.71875,7.8125,0,0
58537.55078125,15.625,7,7.8125,0,11.71875,3.90625,0,0
58542.55859375,15.625,7,7.8125,0,11.71875,3.90625,0,0
58547.5859375,11.71875,7,3.90625,0,7.8125,3.90625,0,0
