"ElapsedMs","WallClock","Handle","Class","Flags"
"0.4","21:07:43.437","0x70085B","unknown:0x70085B","1"
"972","21:07:44.409","0x10007","WAIT","1"
"976","21:07:44.413","0x70085B","unknown:0x70085B","1"
"988","21:07:44.425","0x10007","WAIT","1"
"992.1","21:07:44.429","0x70085B","unknown:0x70085B","1"
"2000.1","21:07:45.437","0x10007","WAIT","1"
"2004","21:07:45.441","0x70085B","unknown:0x70085B","1"
"3024.1","21:07:46.461","0x10007","WAIT","1"
"3028","21:07:46.465","0x70085B","unknown:0x70085B","1"
"5056.2","21:07:48.493","0x10007","WAIT","1"
"5064.1","21:07:48.501","0x70085B","unknown:0x70085B","1"
"5088.2","21:07:48.525","0x10007","WAIT","1"
"5096","21:07:48.533","0x70085B","unknown:0x70085B","1"
"5628.1","21:07:49.065","0x10007","WAIT","1"
"5632","21:07:49.069","0x70085B","unknown:0x70085B","1"
"6656","21:07:50.093","0x10007","WAIT","1"
"6660.2","21:07:50.097","0x70085B","unknown:0x70085B","1"
"7676","21:07:51.113","0x10007","WAIT","1"
"7680","21:07:51.117","0x70085B","unknown:0x70085B","1"
"8692.1","21:07:52.129","0x10007","WAIT","1"
"8696","21:07:52.133","0x70085B","unknown:0x70085B","1"
"8712.1","21:07:52.149","0x10007","WAIT","1"
"8716","21:07:52.153","0x70085B","unknown:0x70085B","1"
"9724.1","21:07:53.161","0x10007","WAIT","1"
"9728.2","21:07:53.165","0x70085B","unknown:0x70085B","1"
"10760.1","21:07:54.197","0x10007","WAIT","1"
"10764","21:07:54.201","0x70085B","unknown:0x70085B","1"
"11768","21:07:55.205","0x10007","WAIT","1"
"11772.1","21:07:55.209","0x70085B","unknown:0x70085B","1"
"12780.1","21:07:56.217","0x10007","WAIT","1"
"12784","21:07:56.221","0x70085B","unknown:0x70085B","1"
"13808.3","21:07:57.245","0x10007","WAIT","1"
"13816.2","21:07:57.253","0x70085B","unknown:0x70085B","1"
"13836.1","21:07:57.273","0x10007","WAIT","1"
"13840.1","21:07:57.277","0x70085B","unknown:0x70085B","1"
"14800","21:07:58.237","0x10007","WAIT","1"
"14804","21:07:58.241","0x70085B","unknown:0x70085B","1"
"14816","21:07:58.253","0x10007","WAIT","1"
"14820","21:07:58.257","0x70085B","unknown:0x70085B","1"
"15808","21:07:59.245","0x10007","WAIT","1"
"15812.1","21:07:59.249","0x70085B","unknown:0x70085B","1"
"16828.1","21:08:00.265","0x10007","WAIT","1"
"16832","21:08:00.269","0x70085B","unknown:0x70085B","1"
"16848","21:08:00.285","0x10007","WAIT","1"
"16856.1","21:08:00.293","0x70085B","unknown:0x70085B","1"
"17848.1","21:08:01.285","0x10007","WAIT","1"
"17852","21:08:01.289","0x70085B","unknown:0x70085B","1"
"18856.1","21:08:02.293","0x10007","WAIT","1"
"18860","21:08:02.297","0x70085B","unknown:0x70085B","1"
"19856.1","21:08:03.293","0x10007","WAIT","1"
"19860.1","21:08:03.297","0x70085B","unknown:0x70085B","1"
"19884.1","21:08:03.321","0x10007","WAIT","1"
"19888.1","21:08:03.325","0x70085B","unknown:0x70085B","1"
"20884","21:08:04.321","0x10007","WAIT","1"
"20888.2","21:08:04.325","0x70085B","unknown:0x70085B","1"
"21876.1","21:08:05.313","0x10007","WAIT","1"
"21880","21:08:05.317","0x70085B","unknown:0x70085B","1"
"21888","21:08:05.325","0x10007","WAIT","1"
"21892.2","21:08:05.329","0x70085B","unknown:0x70085B","1"
"22872.1","21:08:06.309","0x10007","WAIT","1"
"22876.2","21:08:06.313","0x70085B","unknown:0x70085B","1"
"22888","21:08:06.325","0x10007","WAIT","1"
"22892","21:08:06.329","0x70085B","unknown:0x70085B","1"
"23900.1","21:08:07.337","0x10007","WAIT","1"
"23904","21:08:07.341","0x70085B","unknown:0x70085B","1"
"23912","21:08:07.349","0x10007","WAIT","1"
"23916","21:08:07.353","0x70085B","unknown:0x70085B","1"
"24928.1","21:08:08.365","0x10007","WAIT","1"
"24932","21:08:08.369","0x70085B","unknown:0x70085B","1"
"25916.1","21:08:09.353","0x10007","WAIT","1"
"25920.1","21:08:09.357","0x70085B","unknown:0x70085B","1"
"25936.2","21:08:09.373","0x10007","WAIT","1"
"25940","21:08:09.377","0x70085B","unknown:0x70085B","1"
"26904.1","21:08:10.341","0x10007","WAIT","1"
"26912.2","21:08:10.349","0x70085B","unknown:0x70085B","1"
"27940.3","21:08:11.377","0x10007","WAIT","1"
"27952.2","21:08:11.389","0x70085B","unknown:0x70085B","1"
"27984.1","21:08:11.421","0x10007","WAIT","1"
"27988.1","21:08:11.425","0x70085B","unknown:0x70085B","1"
"28992","21:08:12.429","0x10007","WAIT","1"
"28996","21:08:12.433","0x70085B","unknown:0x70085B","1"
"29012","21:08:12.449","0x10007","WAIT","1"
"29016.1","21:08:12.453","0x70085B","unknown:0x70085B","1"
"31092.1","21:08:14.529","0x10007","WAIT","1"
"31096.1","21:08:14.533","0x70085B","unknown:0x70085B","1"
"31612","21:08:15.049","0x10007","WAIT","1"
"31616","21:08:15.053","0x70085B","unknown:0x70085B","1"
"31640.3","21:08:15.077","0x10007","WAIT","1"
"31644.1","21:08:15.081","0x70085B","unknown:0x70085B","1"
"33652.1","21:08:17.089","0x10007","WAIT","1"
"33656","21:08:17.093","0x70085B","unknown:0x70085B","1"
"34672.2","21:08:18.109","0x10007","WAIT","1"
"34680","21:08:18.117","0x70085B","unknown:0x70085B","1"
"36668.2","21:08:20.105","0x10007","WAIT","1"
"36672","21:08:20.109","0x70085B","unknown:0x70085B","1"
"37684.1","21:08:21.121","0x10007","WAIT","1"
"37688","21:08:21.125","0x70085B","unknown:0x70085B","1"
"37704.1","21:08:21.141","0x10007","WAIT","1"
"37708.1","21:08:21.145","0x70085B","unknown:0x70085B","1"
"38704","21:08:22.141","0x10007","WAIT","1"
"38708.1","21:08:22.145","0x70085B","unknown:0x70085B","1"
"38732.1","21:08:22.169","0x10007","WAIT","1"
"38736.2","21:08:22.173","0x70085B","unknown:0x70085B","1"
"39728","21:08:23.165","0x10007","WAIT","1"
"39732.2","21:08:23.169","0x70085B","unknown:0x70085B","1"
"40756","21:08:24.193","0x10007","WAIT","1"
"40760","21:08:24.197","0x70085B","unknown:0x70085B","1"
"41800","21:08:25.237","0x10007","WAIT","1"
"41804","21:08:25.241","0x70085B","unknown:0x70085B","1"
"42812.3","21:08:26.249","0x10007","WAIT","1"
"42820.1","21:08:26.257","0x70085B","unknown:0x70085B","1"
"43796","21:08:27.233","0x10007","WAIT","1"
"43800","21:08:27.237","0x70085B","unknown:0x70085B","1"
"43812.1","21:08:27.249","0x10007","WAIT","1"
"43816","21:08:27.253","0x70085B","unknown:0x70085B","1"
"44812","21:08:28.249","0x10007","WAIT","1"
"44816.1","21:08:28.253","0x70085B","unknown:0x70085B","1"
"45824.1","21:08:29.261","0x10007","WAIT","1"
"45828.1","21:08:29.265","0x70085B","unknown:0x70085B","1"
"45836.1","21:08:29.273","0x10007","WAIT","1"
"45840.1","21:08:29.277","0x70085B","unknown:0x70085B","1"
"46836.1","21:08:30.273","0x10007","WAIT","1"
"46844.1","21:08:30.281","0x70085B","unknown:0x70085B","1"
"46864.1","21:08:30.301","0x10007","WAIT","1"
