StartTimer,ElapsedMs,FreshRecords,AggregateReadMs,FlushTools,PumpOnceMs,DispatchMs,ErrorPollMs,CleanupMs
76157.2578125,31.25,0,0,0,0,0,0,0
76158.3359375,23.4375,7,15.625,0,23.4375,7.8125,0,0
76159.3515625,23.4375,7,7.8125,0,15.625,7.8125,0,0
76160.359375,23.4375,7,7.8125,0,15.625,7.8125,0,0
76161.375,39.0625,7,15.625,0,23.4375,7.8125,0,0
76162.40625,23.4375,7,7.8125,0,15.625,7.8125,0,0
76163.4375,7.8125,7,7.8125,0,7.8125,0,0,0
76164.4453125,31.25,7,15.625,0,31.25,15.625,0,0
76165.4609375,15.625,7,7.8125,0,15.625,7.8125,0,0
76166.4609375,39.0625,7,23.4375,0,31.25,7.8125,0,0
76167.0078125,7.8125,3,0,0,0,0,0,0
76168.015625,23.4375,7,7.8125,0,23.4375,15.625,0,0
76169.0390625,15.625,7,7.8125,0,7.8125,0,0,0
76170.0390625,15.625,7,7.8125,0,15.625,7.8125,0,0
76171.015625,31.25,7,23.4375,0,31.25,7.8125,0,0
76172.046875,23.4375,7,15.625,0,15.625,0,0,0
76173.03125,54.6875,6,46.875,0,54.6875,7.8125,0,0
76174.078125,31.25,7,23.4375,0,31.25,7.8125,0,0
76175.109375,31.25,6,15.625,0,31.25,15.625,0,0
76176.140625,15.625,7,7.8125,0,15.625,7.8125,0,0
76177.1640625,31.25,7,15.625,0,23.4375,7.8125,0,0
76178.1796875,31.25,7,15.625,0,23.4375,7.8125,0,0
76179.1953125,7.8125,0,0,0,0,0,0,0
76180.21875,7.8125,7,0,0,7.8125,7.8125,0,0
76181.21875,15.625,7,7.8125,0,7.8125,0,0,0
76182.234375,23.4375,6,7.8125,0,7.8125,0,0,0
76183.2421875,23.4375,7,15.625,0,23.4375,7.8125,0,0
76184.2734375,31.25,7,7.8125,0,15.625,7.8125,0,0
76185.3046875,23.4375,7,15.625,0,23.4375,7.8125,0,0
76186.328125,39.0625,7,15.625,0,23.4375,7.8125,0,0
76187.3671875,31.25,7,15.625,0,23.4375,7.8125,0,0
76188.390625,39.0625,7,15.625,0,31.25,15.625,0,0
76189.4296875,31.25,7,15.625,0,23.4375,7.8125,0,0
76190.453125,39.0625,7,15.625,0,23.4375,7.8125,0,0
76191.0078125,7.8125,0,0,0,0,0,0,0
76192.0078125,31.25,7,31.25,0,31.25,0,0,0
76193.015625,31.25,7,23.4375,0,31.25,7.8125,0,0
76194.03125,23.4375,7,15.625,0,23.4375,7.8125,0,0
76195.0546875,7.8125,7,7.8125,0,7.8125,0,0,0
76196.046875,15.625,7,7.8125,0,15.625,7.8125,0,0
76197.078125,15.625,6,0,0,15.625,15.625,0,0
76198.078125,31.25,7,7.8125,0,23.4375,15.625,0,0
76199.09375,0,4,0,0,0,0,0,0
76200.09375,15.625,7,7.8125,0,15.625,7.8125,0,0
76201.1171875,15.625,7,0,0,7.8125,7.8125,0,0
76202.1171875,23.4375,6,7.8125,0,7.8125,0,0,0
76203.1328125,15.625,7,7.8125,0,7.8125,0,0,0
76204.140625,23.4375,7,7.8125,0,7.8125,0,0,0
76205.1640625,23.4375,7,15.625,0,15.625,0,0,0
76206.171875,31.25,7,15.625,0,23.4375,7.8125,0,0
76207.1796875,31.25,7,15.625,0,23.4375,7.8125,0,0
76208.203125,15.625,7,7.8125,0,15.625,7.8125,0,0
76209.2265625,23.4375,6,15.625,0,23.4375,7.8125,0,0
76210.25,31.25,7,7.8125,0,15.625,7.8125,0,0
76211.28125,31.25,7,15.625,0,23.4375,7.8125,0,0
76212.3125,23.4375,7,15.625,0,15.625,0,0,0
76213.3203125,15.625,7,7.8125,0,15.625,7.8125,0,0
76214.3359375,39.0625,7,7.8125,0,15.625,7.8125,0,0
76215.3671875,23.4375,7,15.625,0,15.625,0,0,0
76216.3828125,23.4375,7,7.8125,0,15.625,7.8125,0,0
76217.40625,39.0625,7,23.4375,0,31.25,7.8125,0,0
76218.453125,31.25,7,15.625,0,23.4375,7.8125,0,0
76219.46875,46.875,7,15.625,0,23.4375,7.8125,0,0
76220.0234375,0,3,0,0,0,0,0,0
76221.4765625,15.625,7,7.8125,0,15.625,7.8125,0,0
76222.0078125,31.25,3,23.4375,0,31.25,7.8125,0,0
