"ElapsedMs","WallClock","Handle","Class","Flags"
"0.2","21:09:17.304","0x70085B","unknown:0x70085B","1"
"1024","21:09:18.328","0x10007","WAIT","1"
"1028.2","21:09:18.332","0x70085B","unknown:0x70085B","1"
"1044.1","21:09:18.348","0x10007","WAIT","1"
"1048","21:09:18.352","0x70085B","unknown:0x70085B","1"
"2036","21:09:19.340","0x10007","WAIT","1"
"2040.1","21:09:19.344","0x70085B","unknown:0x70085B","1"
"2056.1","21:09:19.360","0x10007","WAIT","1"
"2060.1","21:09:19.364","0x70085B","unknown:0x70085B","1"
"3044.1","21:09:20.348","0x10007","WAIT","1"
"3048","21:09:20.352","0x70085B","unknown:0x70085B","1"
"3064","21:09:20.368","0x10007","WAIT","1"
"3068","21:09:20.372","0x70085B","unknown:0x70085B","1"
"4064.1","21:09:21.368","0x10007","WAIT","1"
"4072.1","21:09:21.376","0x70085B","unknown:0x70085B","1"
"4096.1","21:09:21.400","0x10007","WAIT","1"
"4100.1","21:09:21.404","0x70085B","unknown:0x70085B","1"
"6132","21:09:23.436","0x10007","WAIT","1"
"6136","21:09:23.440","0x70085B","unknown:0x70085B","1"
"7132","21:09:24.436","0x10007","WAIT","1"
"7136.1","21:09:24.440","0x70085B","unknown:0x70085B","1"
"7164","21:09:24.468","0x10007","WAIT","1"
"7168.1","21:09:24.472","0x70085B","unknown:0x70085B","1"
"8148","21:09:25.452","0x10007","WAIT","1"
"8152.1","21:09:25.456","0x70085B","unknown:0x70085B","1"
"8164.2","21:09:25.468","0x10007","WAIT","1"
"8168","21:09:25.472","0x70085B","unknown:0x70085B","1"
"9148","21:09:26.452","0x10007","WAIT","1"
"9152","21:09:26.456","0x70085B","unknown:0x70085B","1"
"9184","21:09:26.488","0x10007","WAIT","1"
"9188","21:09:26.492","0x70085B","unknown:0x70085B","1"
"10704.1","21:09:28.008","0x10007","WAIT","1"
"10708.1","21:09:28.012","0x70085B","unknown:0x70085B","1"
"10728.2","21:09:28.032","0x10007","WAIT","1"
"10732.1","21:09:28.036","0x70085B","unknown:0x70085B","1"
"12724","21:09:30.028","0x10007","WAIT","1"
"12728","21:09:30.032","0x70085B","unknown:0x70085B","1"
"13704","21:09:31.008","0x10007","WAIT","1"
"13708","21:09:31.012","0x70085B","unknown:0x70085B","1"
"13732.1","21:09:31.036","0x10007","WAIT","1"
"13736","21:09:31.040","0x70085B","unknown:0x70085B","1"
"15716","21:09:33.020","0x10007","WAIT","1"
"15720","21:09:33.024","0x70085B","unknown:0x70085B","1"
"16796.2","21:09:34.100","0x10007","WAIT","1"
"16800.1","21:09:34.104","0x70085B","unknown:0x70085B","1"
"17792.3","21:09:35.096","0x10007","WAIT","1"
"17796.3","21:09:35.100","0x70085B","unknown:0x70085B","1"
"18824","21:09:36.128","0x10007","WAIT","1"
"18828.1","21:09:36.132","0x70085B","unknown:0x70085B","1"
"18840","21:09:36.144","0x10007","WAIT","1"
"18844.1","21:09:36.148","0x70085B","unknown:0x70085B","1"
"19876","21:09:37.180","0x10007","WAIT","1"
"19880.1","21:09:37.184","0x70085B","unknown:0x70085B","1"
"20892","21:09:38.196","0x10007","WAIT","1"
"20896.1","21:09:38.200","0x70085B","unknown:0x70085B","1"
"21884.1","21:09:39.188","0x10007","WAIT","1"
"21888.1","21:09:39.192","0x70085B","unknown:0x70085B","1"
"24924","21:09:42.228","0x10007","WAIT","1"
"24928","21:09:42.232","0x70085B","unknown:0x70085B","1"
"24940.1","21:09:42.244","0x10007","WAIT","1"
"24944.1","21:09:42.248","0x70085B","unknown:0x70085B","1"
"25928.1","21:09:43.232","0x10007","WAIT","1"
"25932.1","21:09:43.236","0x70085B","unknown:0x70085B","1"
"26964.1","21:09:44.268","0x10007","WAIT","1"
"26968.1","21:09:44.272","0x70085B","unknown:0x70085B","1"
"26988","21:09:44.292","0x10007","WAIT","1"
"26992.1","21:09:44.296","0x70085B","unknown:0x70085B","1"
"28016","21:09:45.320","0x10007","WAIT","1"
"28020.1","21:09:45.324","0x70085B","unknown:0x70085B","1"
"29020.1","21:09:46.324","0x10007","WAIT","1"
"29024.2","21:09:46.328","0x70085B","unknown:0x70085B","1"
"29052","21:09:46.356","0x10007","WAIT","1"
"29056.1","21:09:46.360","0x70085B","unknown:0x70085B","1"
"30052.1","21:09:47.356","0x10007","WAIT","1"
"30056.1","21:09:47.360","0x70085B","unknown:0x70085B","1"
"30080","21:09:47.384","0x10007","WAIT","1"
