"ElapsedMs","WallClock","Handle","Class","Flags"
"0.2","21:27:29.677","0x16C0869","unknown:0x16C0869","1"
"2512","21:27:32.189","0x10007","WAIT","1"
"2516","21:27:32.193","0x16C0869","unknown:0x16C0869","1"
"3524","21:27:33.201","0x10007","WAIT","1"
"3528.1","21:27:33.205","0x16C0869","unknown:0x16C0869","1"
"3544","21:27:33.221","0x10007","WAIT","1"
"3548","21:27:33.225","0x16C0869","unknown:0x16C0869","1"
"5536.1","21:27:35.213","0x10007","WAIT","1"
"5540","21:27:35.217","0x16C0869","unknown:0x16C0869","1"
"6556","21:27:36.233","0x10007","WAIT","1"
"6560.1","21:27:36.237","0x16C0869","unknown:0x16C0869","1"
"6568","21:27:36.245","0x10007","WAIT","1"
"6572","21:27:36.249","0x16C0869","unknown:0x16C0869","1"
"7580","21:27:37.257","0x10007","WAIT","1"
"7584.1","21:27:37.261","0x16C0869","unknown:0x16C0869","1"
"7608.1","21:27:37.285","0x10007","WAIT","1"
"7612.1","21:27:37.289","0x16C0869","unknown:0x16C0869","1"
"8604","21:27:38.281","0x10007","WAIT","1"
"8608.1","21:27:38.285","0x16C0869","unknown:0x16C0869","1"
"9612","21:27:39.289","0x10007","WAIT","1"
"9616","21:27:39.293","0x16C0869","unknown:0x16C0869","1"
"9624","21:27:39.301","0x10007","WAIT","1"
"9628","21:27:39.305","0x16C0869","unknown:0x16C0869","1"
"10628","21:27:40.305","0x10007","WAIT","1"
"10632","21:27:40.309","0x16C0869","unknown:0x16C0869","1"
"10648","21:27:40.325","0x10007","WAIT","1"
"10652","21:27:40.329","0x16C0869","unknown:0x16C0869","1"
"11652","21:27:41.329","0x10007","WAIT","1"
"11656.1","21:27:41.333","0x16C0869","unknown:0x16C0869","1"
"12688.1","21:27:42.365","0x10007","WAIT","1"
"12696","21:27:42.373","0x16C0869","unknown:0x16C0869","1"
"12708","21:27:42.385","0x10007","WAIT","1"
"12712","21:27:42.389","0x16C0869","unknown:0x16C0869","1"
"13720.1","21:27:43.397","0x10007","WAIT","1"
"13724.1","21:27:43.401","0x16C0869","unknown:0x16C0869","1"
"14744.1","21:27:44.421","0x10007","WAIT","1"
"14748","21:27:44.425","0x16C0869","unknown:0x16C0869","1"
"14760","21:27:44.437","0x10007","WAIT","1"
"14764","21:27:44.441","0x16C0869","unknown:0x16C0869","1"
"15744","21:27:45.421","0x10007","WAIT","1"
"15748","21:27:45.425","0x16C0869","unknown:0x16C0869","1"
"16768","21:27:46.445","0x10007","WAIT","1"
"16772.1","21:27:46.449","0x16C0869","unknown:0x16C0869","1"
"18800.1","21:27:48.477","0x10007","WAIT","1"
"18804.1","21:27:48.481","0x16C0869","unknown:0x16C0869","1"
"19828.1","21:27:49.505","0x10007","WAIT","1"
"19832.1","21:27:49.509","0x16C0869","unknown:0x16C0869","1"
"23352","21:27:53.029","0x10007","WAIT","1"
"23356","21:27:53.033","0x16C0869","unknown:0x16C0869","1"
"24372.1","21:27:54.049","0x10007","WAIT","1"
"24376","21:27:54.053","0x16C0869","unknown:0x16C0869","1"
"25372","21:27:55.049","0x10007","WAIT","1"
"25376.1","21:27:55.053","0x16C0869","unknown:0x16C0869","1"
"25392.1","21:27:55.069","0x10007","WAIT","1"
"25396","21:27:55.073","0x16C0869","unknown:0x16C0869","1"
"26384","21:27:56.061","0x10007","WAIT","1"
"26388","21:27:56.065","0x16C0869","unknown:0x16C0869","1"
"26404","21:27:56.081","0x10007","WAIT","1"
"26408","21:27:56.085","0x16C0869","unknown:0x16C0869","1"
"29420.1","21:27:59.097","0x10007","WAIT","1"
"29424","21:27:59.101","0x16C0869","unknown:0x16C0869","1"
"30420","21:28:00.097","0x10007","WAIT","1"
"30424","21:28:00.101","0x16C0869","unknown:0x16C0869","1"
"31412","21:28:01.089","0x10007","WAIT","1"
"31416","21:28:01.093","0x16C0869","unknown:0x16C0869","1"
"32420","21:28:02.097","0x10007","WAIT","1"
"32424","21:28:02.101","0x16C0869","unknown:0x16C0869","1"
"33440","21:28:03.117","0x10007","WAIT","1"
"33444.1","21:28:03.121","0x16C0869","unknown:0x16C0869","1"
"33456.1","21:28:03.133","0x10007","WAIT","1"
"33460.1","21:28:03.137","0x16C0869","unknown:0x16C0869","1"
"34464.1","21:28:04.141","0x10007","WAIT","1"
"34468.1","21:28:04.145","0x16C0869","unknown:0x16C0869","1"
"35524","21:28:05.201","0x10007","WAIT","1"
"35528.1","21:28:05.205","0x16C0869","unknown:0x16C0869","1"
"35544","21:28:05.221","0x10007","WAIT","1"
"35548","21:28:05.225","0x16C0869","unknown:0x16C0869","1"
"36568","21:28:06.245","0x10007","WAIT","1"
"36572","21:28:06.249","0x16C0869","unknown:0x16C0869","1"
"37544","21:28:07.221","0x10007","WAIT","1"
"37548","21:28:07.225","0x16C0869","unknown:0x16C0869","1"
"38556","21:28:08.233","0x10007","WAIT","1"
"38560.1","21:28:08.237","0x16C0869","unknown:0x16C0869","1"
"38584","21:28:08.261","0x10007","WAIT","1"
"38588","21:28:08.265","0x16C0869","unknown:0x16C0869","1"
"39580","21:28:09.257","0x10007","WAIT","1"
"39584","21:28:09.261","0x16C0869","unknown:0x16C0869","1"
"40584","21:28:10.261","0x10007","WAIT","1"
"40588.1","21:28:10.265","0x16C0869","unknown:0x16C0869","1"
"40608.1","21:28:10.285","0x10007","WAIT","1"
"40612.1","21:28:10.289","0x16C0869","unknown:0x16C0869","1"
"41596","21:28:11.273","0x10007","WAIT","1"
"41600","21:28:11.277","0x16C0869","unknown:0x16C0869","1"
"41616","21:28:11.293","0x10007","WAIT","1"
"41620","21:28:11.297","0x16C0869","unknown:0x16C0869","1"
"42632","21:28:12.309","0x10007","WAIT","1"
"42636","21:28:12.313","0x16C0869","unknown:0x16C0869","1"
"45668.1","21:28:15.345","0x10007","WAIT","1"
