StartTimer,ElapsedMs,FreshRecords,AggregateReadMs,FlushTools,PumpOnceMs,DispatchMs,ErrorPollMs,CleanupMs
77062.140625,15.625,1,7.8125,0,7.8125,0,0,0
77063.171875,23.4375,7,7.8125,0,15.625,7.8125,0,0
77064.1953125,23.4375,7,15.625,0,15.625,0,0,0
77065.2109375,15.625,6,7.8125,0,15.625,7.8125,0,0
77066.1796875,15.625,7,7.8125,0,15.625,7.8125,0,0
77067.1875,15.625,7,7.8125,0,15.625,7.8125,0,0
77068.21875,23.4375,7,15.625,0,23.4375,0,0,7.8125
77069.2421875,7.8125,6,7.8125,0,7.8125,0,0,0
77070.21875,23.4375,7,15.625,0,23.4375,7.8125,0,0
77071.25,31.25,7,7.8125,0,23.4375,15.625,0,0
77072.28125,31.25,7,7.8125,0,15.625,7.8125,0,0
77073.296875,23.4375,7,7.8125,0,23.4375,15.625,0,0
77074.296875,23.4375,7,15.625,0,15.625,0,0,0
77075.3203125,23.4375,7,7.8125,0,15.625,7.8125,0,0
77076.328125,23.4375,7,15.625,0,15.625,0,0,0
77077.3359375,15.625,7,7.8125,0,7.8125,0,0,0
77078.3359375,23.4375,7,15.625,0,23.4375,7.8125,0,0
77079.4140625,15.625,6,7.8125,0,15.625,7.8125,0,0
77080.4453125,15.625,7,7.8125,0,15.625,7.8125,0,0
77081.4609375,23.4375,7,7.8125,0,15.625,7.8125,0,0
77082.4765625,15.625,7,7.8125,0,15.625,7.8125,0,0
77083.4921875,15.625,7,7.8125,0,15.625,7.8125,0,0
77084.0234375,7.8125,4,7.8125,0,7.8125,0,0,0
77085.0078125,31.25,6,15.625,0,31.25,15.625,0,0
77086.03125,7.8125,7,0,0,7.8125,7.8125,0,0
77087.0390625,31.25,7,23.4375,0,31.25,7.8125,0,0
77088.03125,15.625,7,7.8125,0,15.625,7.8125,0,0
77089.0234375,0,0,0,0,0,0,0,0
77090,23.4375,7,15.625,0,23.4375,7.8125,0,0
77091.015625,23.4375,7,15.625,0,23.4375,7.8125,0,0
77092.0546875,15.625,7,0,0,15.625,15.625,0,0
77093.0390625,23.4375,6,7.8125,0,15.625,7.8125,0,0
77094.0703125,15.625,6,7.8125,0,15.625,7.8125,0,0
77095.0859375,7.8125,6,0,0,7.8125,7.8125,0,0
77096.09375,7.8125,0,0,0,0,0,0,0
77097.1015625,15.625,7,7.8125,0,15.625,7.8125,0,0
77098.09375,7.8125,6,7.8125,0,7.8125,0,0,0
77099.078125,7.8125,6,0,0,7.8125,7.8125,0,0
77100.0859375,31.25,7,7.8125,0,15.625,7.8125,0,0
77101.09375,15.625,6,7.8125,0,15.625,7.8125,0,0
77102.125,23.4375,7,15.625,0,23.4375,7.8125,0,0
77103.1484375,23.4375,7,7.8125,0,23.4375,15.625,0,0
77104.171875,23.4375,7,7.8125,0,15.625,7.8125,0,0
77105.203125,15.625,7,0,0,15.625,15.625,0,0
77106.2109375,23.4375,7,7.8125,0,15.625,7.8125,0,0
77107.203125,31.25,7,7.8125,0,15.625,7.8125,0,0
77108.21875,31.25,7,7.8125,0,15.625,7.8125,0,0
77109.234375,23.4375,7,7.8125,0,15.625,7.8125,0,0
77110.265625,23.4375,7,7.8125,0,15.625,7.8125,0,0
77111.28125,39.0625,7,15.625,0,31.25,15.625,0,0
77112.3125,23.4375,7,7.8125,0,15.625,7.8125,0,0
77113.296875,31.25,7,15.625,0,15.625,0,0,0
77114.3203125,23.4375,7,7.8125,0,15.625,7.8125,0,0
77115.3125,31.25,7,7.8125,0,15.625,7.8125,0,0
77116.328125,23.4375,7,15.625,0,15.625,0,0,0
77117.3359375,15.625,7,0,0,7.8125,7.8125,0,0
77118.3671875,15.625,7,7.8125,0,15.625,7.8125,0,0
77119.3671875,15.625,7,7.8125,0,7.8125,0,0,0
77120.3828125,15.625,7,7.8125,0,15.625,7.8125,0,0
77121.390625,23.4375,7,15.625,0,15.625,0,0,0
77122.40625,15.625,7,7.8125,0,15.625,7.8125,0,0
77123.4296875,15.625,7,7.8125,0,15.625,7.8125,0,0
77124.4375,23.4375,7,15.625,0,15.625,0,0,0
77125.4453125,15.625,7,7.8125,0,15.625,7.8125,0,0
77126.46875,15.625,7,7.8125,0,15.625,7.8125,0,0
77127.484375,15.625,7,7.8125,0,15.625,7.8125,0,0
77128.4921875,31.25,7,15.625,0,23.4375,7.8125,0,0
77129.0234375,0,3,0,0,0,0,0,0
77130.0234375,15.625,7,7.8125,0,15.625,7.8125,0,0
77131.03125,39.0625,7,39.0625,0,39.0625,0,0,0
77132.0625,15.625,7,7.8125,0,15.625,7.8125,0,0
77133.078125,23.4375,7,7.8125,0,15.625,7.8125,0,0
77134.09375,7.8125,7,7.8125,0,7.8125,0,0,0
