StartTimer,ElapsedMs,FreshRecords,AggregateReadMs,FlushTools,PumpOnceMs,DispatchMs,ErrorPollMs,CleanupMs
77156.3203125,15.625,6,7.8125,0,15.625,7.8125,0,0
77157.3359375,15.625,7,7.8125,0,15.625,7.8125,0,0
77158.296875,31.25,7,15.625,0,23.4375,7.8125,0,0
77159.3203125,7.8125,7,7.8125,0,7.8125,0,0,0
77160.3125,23.4375,7,15.625,0,23.4375,7.8125,0,0
77161.34375,23.4375,7,7.8125,0,15.625,0,0,0
77162.3515625,15.625,7,7.8125,0,15.625,7.8125,0,0
77163.359375,23.4375,7,7.8125,0,15.625,7.8125,0,0
77164.3359375,23.4375,7,15.625,0,23.4375,7.8125,0,0
77165.359375,31.25,7,23.4375,0,23.4375,0,0,0
77166.3828125,23.4375,7,15.625,0,23.4375,7.8125,0,0
77167.3984375,23.4375,7,7.8125,0,7.8125,0,0,0
77168.4140625,15.625,7,7.8125,0,7.8125,0,0,0
77169.4296875,39.0625,7,23.4375,0,31.25,7.8125,0,0
77170.4609375,23.4375,7,7.8125,0,23.4375,15.625,0,0
77171.4609375,23.4375,7,15.625,0,23.4375,7.8125,0,0
77172.4765625,15.625,7,7.8125,0,15.625,7.8125,0,0
77173.0078125,0,3,0,0,0,0,0,0
77174.484375,23.4375,7,15.625,0,23.4375,7.8125,0,0
77175.015625,7.8125,3,7.8125,0,7.8125,0,0,0
77176.0234375,7.8125,7,7.8125,0,7.8125,0,0,0
77177.03125,7.8125,7,0,0,7.8125,7.8125,0,0
77178.0078125,39.0625,7,31.25,0,39.0625,7.8125,0,0
77179.03125,46.875,7,39.0625,0,46.875,7.8125,0,0
77180.078125,15.625,7,0,0,7.8125,7.8125,0,0
77181.0859375,15.625,7,7.8125,0,15.625,7.8125,0,0
77182.1015625,23.4375,7,15.625,0,15.625,0,0,0
77183.09375,23.4375,5,7.8125,0,15.625,7.8125,0,0
77184.1015625,0,0,0,0,0,0,0,0
77185.1015625,31.25,7,15.625,0,23.4375,7.8125,0,0
77186.109375,23.4375,7,15.625,0,23.4375,7.8125,0,0
77187.125,23.4375,7,15.625,0,23.4375,7.8125,0,0
77188.1484375,23.4375,7,7.8125,0,15.625,7.8125,0,0
77189.109375,23.4375,7,7.8125,0,15.625,7.8125,0,0
77190.1328125,23.4375,7,15.625,0,23.4375,7.8125,0,0
77191.1484375,15.625,6,15.625,0,15.625,0,0,0
77192.15625,23.4375,7,15.625,0,23.4375,7.8125,0,0
77193.171875,15.625,7,0,0,7.8125,7.8125,0,0
77194.1796875,7.8125,6,7.8125,0,7.8125,0,0,0
77195.1796875,23.4375,7,7.8125,0,15.625,7.8125,0,0
77196.1796875,15.625,7,15.625,0,15.625,0,0,0
77197.1875,15.625,7,7.8125,0,15.625,7.8125,0,0
77198.203125,23.4375,7,15.625,0,23.4375,7.8125,0,0
77199.21875,15.625,7,7.8125,0,15.625,7.8125,0,0
77200.2109375,15.625,7,7.8125,0,15.625,7.8125,0,0
77201.21875,23.4375,7,15.625,0,23.4375,7.8125,0,0
77202.21875,15.625,7,7.8125,0,15.625,7.8125,0,0
77203.2265625,23.4375,7,15.625,0,23.4375,7.8125,0,0
77204.234375,23.4375,7,7.8125,0,15.625,7.8125,0,0
77205.2578125,23.4375,7,7.8125,0,15.625,7.8125,0,0
77206.28125,15.625,7,7.8125,0,7.8125,0,0,0
77207.296875,7.8125,7,7.8125,0,7.8125,0,0,0
77208.296875,31.25,7,7.8125,0,23.4375,15.625,0,0
77209.375,23.4375,7,7.8125,0,15.625,7.8125,0,0
77210.3828125,15.625,7,7.8125,0,15.625,7.8125,0,0
77211.3984375,23.4375,7,15.625,0,23.4375,7.8125,0,0
77212.40625,23.4375,7,15.625,0,23.4375,7.8125,0,0
77213.4140625,31.25,7,7.8125,0,23.4375,15.625,0,0
77214.4453125,23.4375,7,7.8125,0,23.4375,15.625,0,0
77215.4609375,23.4375,7,7.8125,0,15.625,7.8125,0,0
77216.0078125,7.8125,3,7.8125,0,7.8125,0,0,0
77217.0234375,39.0625,7,31.25,0,39.0625,7.8125,0,0
77218.0703125,7.8125,7,0,0,7.8125,7.8125,0,0
77219.0546875,23.4375,6,23.4375,0,23.4375,0,0,0
77220.0859375,31.25,6,23.4375,0,31.25,7.8125,0,0
77221.1640625,23.4375,7,7.8125,0,15.625,7.8125,0,0
77222.1640625,15.625,7,7.8125,0,15.625,7.8125,0,0
77223.1171875,31.25,7,7.8125,0,23.4375,15.625,0,0
77224.1484375,15.625,6,7.8125,0,15.625,7.8125,0,0
77225.15625,23.4375,7,15.625,0,23.4375,7.8125,0,0
77226.1796875,23.4375,7,7.8125,0,23.4375,15.625,0,0
77227.2109375,15.625,7,15.625,0,15.625,0,0,0
77228.2265625,23.4375,7,15.625,0,23.4375,7.8125,0,0
77229.2421875,23.4375,7,7.8125,0,15.625,7.8125,0,0
77230.265625,15.625,7,7.8125,0,15.625,7.8125,0,0
77231.25,15.625,7,7.8125,0,15.625,7.8125,0,0
77232.2578125,15.625,7,7.8125,0,15.625,7.8125,0,0
77233.2578125,31.25,7,7.8125,0,15.625,7.8125,0,0
77234.265625,23.4375,7,15.625,0,15.625,0,0,0
77235.2890625,15.625,7,7.8125,0,15.625,7.8125,0,0
77236.3046875,15.625,7,7.8125,0,15.625,7.8125,0,0
77237.28125,15.625,7,7.8125,0,15.625,7.8125,0,0
77238.3125,23.4375,7,7.8125,0,15.625,7.8125,0,0
77239.3359375,15.625,7,7.8125,0,15.625,7.8125,0,0
77240.3515625,15.625,7,7.8125,0,15.625,7.8125,0,0
77241.3671875,15.625,7,7.8125,0,15.625,7.8125,0,0
77242.375,15.625,7,7.8125,0,15.625,7.8125,0,0
77243.359375,23.4375,7,7.8125,0,15.625,7.8125,0,0
77244.375,15.625,7,7.8125,0,15.625,7.8125,0,0
77245.375,15.625,7,0,0,7.8125,7.8125,0,0
